mse1 mse2 
32.7424 33.2044
mse1 mse2 
29.0731 29.805
mse1 mse2 
26.7071 27.7936
mse1 mse2 
25.0425 26.5441
mse1 mse2 
32.69 33.1668
mse1 mse2 
28.899 29.6249
